0 -0.000003 -0.000004
1 -0.000001 0.000013
2 -0.000004 0.000007
3 0.000007 -0.000012
4 0.000005 -0.000010
5 -0.000004 0.000000
6 0.000002 -0.000008
7 0.000003 0.000026
8 -0.000004 0.000008
9 0.000002 -0.000015
10 0.000001 0.000017
11 -0.000005 -0.000008
12 0.000001 -0.000005
13 -0.000002 0.000014
14 0.000004 -0.000005
15 -0.000004 0.000009
16 0.000003 -0.000004
17 -0.000002 -0.000020
18 0.000000 0.000015
19 0.000005 -0.000006
20 0.000007 0.000003
21 0.000007 -0.000014
22 0.000002 0.000006
23 0.000000 -0.000012
24 -0.000002 -0.000008
25 -0.000002 -0.000021
26 0.000007 0.000010
27 -0.000002 -0.000013
28 0.000003 -0.000049
29 0.000002 0.000018
30 -0.000011 -0.000014
31 -0.000007 0.000018
32 -0.000001 -0.000001
33 -0.000003 -0.000002
34 -0.000002 0.000009
35 0.000000 0.000015
36 -0.000005 0.000004
37 0.000014 0.000009
38 0.000000 -0.000019
39 -0.000012 0.000000
40 -0.000006 0.000007
41 0.000007 -0.000015
42 0.000003 0.000012
43 0.000003 0.000002
44 0.000007 0.000006
45 0.000013 0.000004
46 0.000009 -0.000027
47 0.000011 -0.000002
48 -0.000003 0.000010
49 0.000005 0.000011
50 0.000009 0.000018
51 0.000002 0.000007
52 -0.000004 0.000008
53 -0.000003 -0.000019
54 -0.000007 0.000011
55 0.000008 -0.000007
56 0.000013 -0.000010
57 -0.000004 -0.000012
58 0.000007 0.000010
59 0.000015 -0.000005
60 -0.000002 0.000019
61 -0.000002 0.000024
62 0.000005 0.000021
63 -0.000002 -0.000006
64 -0.000008 0.000004
65 0.000001 0.000004
66 -0.000013 -0.000019
67 0.000009 -0.000007
68 -0.000009 -0.000014
69 -0.000008 -0.000010
70 0.000002 -0.000000
71 0.000018 -0.000000
72 -0.000016 -0.000014
73 0.000001 0.000009
74 0.000014 -0.000007
75 -0.000004 -0.000013
76 0.000007 0.000012
77 -0.000005 0.000016
78 -0.000008 -0.000012
79 -0.000017 0.000006
80 -0.000013 0.000010
81 -0.000001 0.000003
82 -0.000004 -0.000011
83 -0.000007 -0.000010
84 -0.000003 -0.000010
85 -0.000025 -0.000021
86 0.000003 -0.000019
87 0.000003 -0.000013
88 -0.000007 -0.000004
89 -0.000020 -0.000020
90 0.000013 0.000003
91 -0.000001 -0.000005
92 -0.000005 0.000003
93 0.000017 0.000009
94 0.000008 -0.000006
95 -0.000002 0.000030
96 0.000017 0.000004
97 0.000004 -0.000016
98 0.000022 -0.000009
99 -0.000036 0.000011
100 -0.000002 -0.000005
101 0.000032 -0.000001
102 0.000007 0.000014
103 0.000026 -0.000016
104 -0.000002 0.000003
105 0.000008 0.000005
106 -0.000003 0.000001
107 0.000012 0.000004
108 -0.000006 -0.000006
