110 -0.000001 0.000007
120 0.000013 0.000021
130 -0.000007 0.000005
140 0.000002 -0.000011
150 -0.000007 -0.000001
160 0.000002 -0.000006
170 0.000006 -0.000016
180 0.000011 -0.000007
190 -0.000006 0.000002
200 -0.000002 -0.000005
210 -0.000002 0.000006
220 -0.000000 0.000001
230 0.000005 0.000002
240 0.000002 -0.000001
250 -0.000001 -0.000003
260 -0.000000 -0.000007
270 0.000006 -0.000003
280 0.000003 0.000007
290 0.000005 0.000001
300 0.000004 -0.000006
310 0.000001 0.000003
320 0.000002 -0.000003
330 0.000007 -0.000007
340 -0.000002 0.000001
350 0.000003 0.000004
360 0.000000 -0.000001
370 0.000000 0.000004
380 -0.000000 0.000007
390 0.000002 0.000006
400 -0.000004 0.000004
410 -0.000001 -0.000002
420 0.000001 -0.000001
430 -0.000002 -0.000003
440 -0.000006 -0.000001
450 0.000003 -0.000001
460 -0.000002 -0.000002
470 -0.000001 -0.000002
480 0.000001 0.000004
490 0.000002 0.000001
