60 15.011672 15.099945
70 0.000005 -0.000027
80 0.000004 -0.000007
90 -0.000001 0.000001
100 -0.000005 -0.000021
110 0.000012 0.000035
120 -0.000000 -0.000003
130 0.000011 0.000007
140 0.000011 0.000002
150 0.000000 -0.000017
160 -0.000009 0.000012
170 -0.000004 -0.000008
180 -0.000015 -0.000013
190 -0.000010 -0.000004
200 -0.000005 0.000022
210 0.000012 0.000004
220 0.000010 -0.000008
230 0.000007 -0.000014
240 0.000000 -0.000023
250 0.000021 -0.000010
260 0.000005 0.000034
270 0.000006 -0.000001
280 -0.000014 -0.000006
290 -0.000008 -0.000013
